,id,name,release_date,artist_id,genre
7563,5aCvN6v9puvOs2aPzWDx9D,Monumento (Remix),2022-05-12,7j6DKwmjbxvpQO8h914uEz,latin
7565,6lBcWzcBdPmgl6IUtM4Naz,Fiesta,2022-04-15,7j6DKwmjbxvpQO8h914uEz,latin
7566,4vXH6cXYjOKlVr46RjclrF,"La Nueva (feat. Blessd, Nath & Natan & Shander)",2022-04-01,7j6DKwmjbxvpQO8h914uEz,latin
7567,2uufh3Dx4hFu3tNymjLSzG,Clásico,2022-02-25,7j6DKwmjbxvpQO8h914uEz,latin
7568,7ap8XyPzeSrAUx7O2v7I7c,Pendiente al Paso,2022-02-17,7j6DKwmjbxvpQO8h914uEz,latin
7571,43sxUsU622oLloqafw61vN,Mujeriego,2021-12-17,7j6DKwmjbxvpQO8h914uEz,latin
7572,4pczO7DBIbuITSkUyzmyYa,Noche En Medallo,2021-12-03,7j6DKwmjbxvpQO8h914uEz,latin
7573,2CYVPdemfQfUrEK3rMBkbb,Chupable,2021-11-12,7j6DKwmjbxvpQO8h914uEz,latin
7574,407qOoTCcCGtc6DP2Wm0zi,Malory,2021-09-21,7j6DKwmjbxvpQO8h914uEz,latin
7575,04KOORtEOsoXtSZV96uG1M,Wasa Wasa,2021-08-06,7j6DKwmjbxvpQO8h914uEz,latin
7576,1GuZxmifdAu3zq2189iT5M,Jordan,2021-04-30,7j6DKwmjbxvpQO8h914uEz,latin
7577,5js6CdkxePKw4aOD3Brnj1,El Cambio,2022-04-21,1Ts9of7VPZElwPQnqnDSfW,latin
7578,0tqQ2CaKB7HMaWKWeQOnOR,Guay,2022-03-31,1Ts9of7VPZElwPQnqnDSfW,latin
7579,4efzCWl215SZOvgklD2zZ9,Ya No Es =,2022-03-28,1Ts9of7VPZElwPQnqnDSfW,latin
7580,4O2bbARYjOpydvQppaTSpQ,G&P3,2022-03-03,1Ts9of7VPZElwPQnqnDSfW,latin
7581,50LxOtVkrgEz0yaU9DyzHf,FaceTime,2021-12-17,1Ts9of7VPZElwPQnqnDSfW,latin
7582,7mhBQFYpDu16WNhD1UBXQI,Muy Tarde,2021-11-26,1Ts9of7VPZElwPQnqnDSfW,latin
7584,6S7X1dNR2Nxi0pzXcXAIW8,Hablando de Mi,2021-09-15,1Ts9of7VPZElwPQnqnDSfW,latin
7585,4caug31KwAfBVm1t4hVN2q,Descara,2021-09-10,1Ts9of7VPZElwPQnqnDSfW,latin
7587,47f67iQjm0ZWMyGnOBieBU,Amor Tóxico,2021-08-26,1Ts9of7VPZElwPQnqnDSfW,latin
7588,3VdE4tEwl2bs4IGjkshN0K,Pa' la Calle,2021-08-13,1Ts9of7VPZElwPQnqnDSfW,latin
7589,7HvsH9tnLxISte8aMXsl7J,Otra Vez,2021-07-02,1Ts9of7VPZElwPQnqnDSfW,latin
7590,7ERVsTXx4Zg1JlEpEGOlCg,Animales,2021-06-18,1Ts9of7VPZElwPQnqnDSfW,latin
7591,0ZIKUVkMQlOUjcj9wnGK7C,Tas Bota,2021-05-28,1Ts9of7VPZElwPQnqnDSfW,latin
7592,2kg4viUK8yIwKoKU46GRRR,Otro Tequila Mas,2021-11-24,0pgvlX0BkfmeirXTDiNmya,latin
7593,7yOjHRrXTtXEpr5bv06TaW,"Febrero 14 Romanticas, Vol. 2",2021-02-08,0pgvlX0BkfmeirXTDiNmya,latin
7594,1sXvkJiztXdUJzxaII40Vn,Adrenalina,2020-07-09,0pgvlX0BkfmeirXTDiNmya,latin
7595,7hNYby83NkrgvzMgxIvXsz,Casa Dragones,2019-04-12,0pgvlX0BkfmeirXTDiNmya,latin
7596,17MBWS7M5FwTLRN0y91tE3,"Con Violin, Tololoche y Guitarras Gracias Al Creador",2018-07-20,0pgvlX0BkfmeirXTDiNmya,latin
7597,2ezrKEYE57wlIT1IOlsvVu,Firme Y Pa' Delante,2017-11-17,0pgvlX0BkfmeirXTDiNmya,latin
7598,4F1z8wRKb2tXPUhnMEHlU0,De Noche Enfiestado y La Vida a Lo Que Da (Version De Lujo),2016-11-21,0pgvlX0BkfmeirXTDiNmya,latin
7599,2aJCnW2eO9tKSof52SUrRF,Sólo Hits (20 Éxitos),2016-11-04,0pgvlX0BkfmeirXTDiNmya,latin
7600,1364Cd3fDrpmkstvQ9Lkin,De Noche Enfiestado,2015-08-27,0pgvlX0BkfmeirXTDiNmya,latin
7601,4qIZE8cKpDL8Ni0TAPj6aB,"Mi Amigo El De Arriba ""Coleccion De Corridos"", Vol. 2",2015-03-23,0pgvlX0BkfmeirXTDiNmya,latin
7602,3EyyA3x65zZtvWQqnSJTDg,12 Favoritas,2014-07-29,0pgvlX0BkfmeirXTDiNmya,latin
7603,7M2EVYSttIuhJ63yOsIUrR,Los Psychos Del Corrido Los Psicopatas,2013-08-20,0pgvlX0BkfmeirXTDiNmya,latin
7604,51ID26Z1aLXF8Q4SE84YMu,Con El Corazon Inquieto,2013-06-01,0pgvlX0BkfmeirXTDiNmya,latin
7605,0nLICKiGzQjgrQJEEGVIGN,Nuestras Canciones Romanticas,2013-01-31,0pgvlX0BkfmeirXTDiNmya,latin
7606,1SG347OQS3AuoDcH3y07Z4,La Gritera,2012-03-26,0pgvlX0BkfmeirXTDiNmya,latin
7608,6aaV7ZSqieuAVIhaFlkBAJ,Sentido,2022-05-12,2DspEsT7UXGKd2VaaedgG4,latin
7610,5SQqI35jSvr45Aol3bN02B,La Importante,2021-10-29,2DspEsT7UXGKd2VaaedgG4,latin
7611,2jdGsNOnaXAHo4A9mRjvjV,De Cora,2021-09-30,2DspEsT7UXGKd2VaaedgG4,latin
7612,4nIFtjiMcGLB54gRpBfVDU,Paparazzi,2021-09-23,2DspEsT7UXGKd2VaaedgG4,latin
7613,0pMY812uIJr7yn51lcX5K6,Pa Que Guaye,2021-09-16,2DspEsT7UXGKd2VaaedgG4,latin
7615,029yJWuOUs4QmrtnexkU4F,Belinda (with Alex Rose),2021-06-04,2DspEsT7UXGKd2VaaedgG4,latin
7616,14FrKuNUxsU8eEooOVW1DC,Me Fije,2021-03-18,2DspEsT7UXGKd2VaaedgG4,latin
7617,0vLbcnoQ1dlSFzbhgWqehx,Hagámoslo Otra Vez,2021-02-03,2DspEsT7UXGKd2VaaedgG4,latin
7619,0qJkFmVwwNXP6fvSemDZqn,Homerun,2019-05-23,3vQ0GE3mI0dAaxIMYe5g7z,latin
7620,0nLqHiDWHpK33b9lVJMss5,"Paulo Londra: Bzrp Music Sessions, Vol. 23",2022-04-25,3vQ0GE3mI0dAaxIMYe5g7z,latin
7621,4vOLBVH0wiFWa4Us2h5Vo4,Chance,2022-04-06,3vQ0GE3mI0dAaxIMYe5g7z,latin
7622,2ZcdUwSYlt9fX8OPWX9Scg,Plan A,2022-03-23,3vQ0GE3mI0dAaxIMYe5g7z,latin
7623,2ce9XFj7OA3f78oO5XFFhV,Party (feat. A Boogie Wit da Hoodie),2019-09-26,3vQ0GE3mI0dAaxIMYe5g7z,latin
7624,0kHdDpkkSlesh2UMKhF20G,Nothing On You (feat. Paulo Londra & Dave),2019-07-11,3vQ0GE3mI0dAaxIMYe5g7z,latin
7625,5GcW2cCrVqjPm3dgDJOBRF,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),2019-05-14,3vQ0GE3mI0dAaxIMYe5g7z,latin
7626,039RvHRSbMCfQLsYcg70BQ,Tal Vez,2019-04-03,3vQ0GE3mI0dAaxIMYe5g7z,latin
7627,0vYYf2lqqXfCWXwhnjVDTZ,Forever Alone,2019-02-13,3vQ0GE3mI0dAaxIMYe5g7z,latin
7628,1XBTyV1if5X9sU4IhpfH5R,Adan y Eva,2018-11-05,3vQ0GE3mI0dAaxIMYe5g7z,latin
7629,66rMML0MqFyPkNgL3n98qQ,Condenado Para El Millón,2018-11-03,3vQ0GE3mI0dAaxIMYe5g7z,latin
7630,1rNj1DvnXIH5irucrzT4zo,Cuando Te Besé,2018-08-02,3vQ0GE3mI0dAaxIMYe5g7z,latin
7631,6SoJvyMGb8rWfwKjFlSTHX,Chica Paranormal,2018-07-24,3vQ0GE3mI0dAaxIMYe5g7z,latin
7632,0H6WiJAgs0D0bH8ObA7xBc,Dímelo,2018-05-08,3vQ0GE3mI0dAaxIMYe5g7z,latin
7633,0sF2dhoiBLVMvuv6qRIpYI,Te Amo,2018-03-15,3vQ0GE3mI0dAaxIMYe5g7z,latin
7634,2e2SQ7KNvfX4B5MinwH4Cs,De Menor a Mayor,2022-04-08,2cy1zPcrFcXAJTP0APWewL,latin
7635,00AVS4xDGxD61LgiIkDaN7,OTRA COSA,2019-05-24,2cy1zPcrFcXAJTP0APWewL,latin
7637,2HXRjHb2nbLJa5r70FBtdT,Visualízate,2016-04-22,2cy1zPcrFcXAJTP0APWewL,latin
7638,0YUxbBRHFePqsTLJW4PMnc,Oro - Lo Nuevo y Lo Mejor,2012-04-30,2cy1zPcrFcXAJTP0APWewL,latin
7639,1q9n3cTp8J7Y9hCjrYd31m,A Full,2010,2cy1zPcrFcXAJTP0APWewL,latin
7640,3rQ5umJ4crj3HKR6K55cKY,Lo Mejor Que Suena Ahora - Reggaeton,2008,2cy1zPcrFcXAJTP0APWewL,latin
7642,6ArwRFI5L5Vdo0w0whjz8P,Hice Bien Quererte,2022-03-18,2cy1zPcrFcXAJTP0APWewL,latin
7643,44rOSsMvLYhd9PL1TFcbOq,Q'lona,2022-02-25,2cy1zPcrFcXAJTP0APWewL,latin
7644,3f3o1hDeKqTgacvxCVdgna,TULUM,2022-02-20,2cy1zPcrFcXAJTP0APWewL,latin
7645,2Qbk9uyfmBYKXxenxXGkL8,Que Locura,2021-12-24,2cy1zPcrFcXAJTP0APWewL,latin
7646,4yHi7BzkWVcF7SOIAGhJHE,Háblame de Miami,2021-10-15,2cy1zPcrFcXAJTP0APWewL,latin
7649,7zZ7J62h5Fratub7B28lBT,Ansioso,2022-03-11,2LmcxBak1alK1bf7d1beTr,latin
7652,2iQWCS0M5BHeJFzvUfXu3I,Color Pastel,2021-11-19,2LmcxBak1alK1bf7d1beTr,latin
7653,2ihF2WSuymzTKNHAQo2Kel,Qué Te Pasó,2021-09-23,2LmcxBak1alK1bf7d1beTr,latin
7655,6qTXCgKXlmxCP4a2ed1R71,Abajo y Arriba (with Juhn),2021-08-19,2LmcxBak1alK1bf7d1beTr,latin
7658,2rmHFVjnQDPgtUM8zko0SJ,El Malo,2021-06-11,2LmcxBak1alK1bf7d1beTr,latin
7660,6IvNKfgj37xVwthEmXHcMK,Fragancia (with Jay Wheeler),2021-05-13,2LmcxBak1alK1bf7d1beTr,latin
7661,7jPZlZ5cNZSpmjX6dSr3Wd,Indecente,2021-03-25,2LmcxBak1alK1bf7d1beTr,latin
7662,1eg4Jr2S7eFR2UuT7gWkVS,PAUSA (Headphone Mix),2020-07-30,7slfeZO9LsJbWgpkIoXBUJ,latin
7663,3wUBArqcT8RZ7eU8XxVdU6,A Quien Quiera Escuchar: Track by Track,2015-02-24,7slfeZO9LsJbWgpkIoXBUJ,latin
7664,3N8Q8yK00KZQXESmUpEdem,A Quien Quiera Escuchar,2015-02-10,7slfeZO9LsJbWgpkIoXBUJ,latin
7665,20lA7SHueUdtfDmFrzHQPn,Vida,2015-02-03,7slfeZO9LsJbWgpkIoXBUJ,latin
7666,0a9o88R6EXFDtbcbdYqKD2,Más Música + Alma + Sexo,2011-11-15,7slfeZO9LsJbWgpkIoXBUJ,latin
7667,76dePdNSF8ECOvVnn7CV1j,Ricky Martin... Live Black & White Tour,2007-11-01,7slfeZO9LsJbWgpkIoXBUJ,latin
7668,7qhZvYXFgsaSzuukZw9WCM,Ricky Martin MTV Unplugged,2006-11-01,7slfeZO9LsJbWgpkIoXBUJ,latin
7669,37QTLk15OwBegvWfBWk36J,Life,2005-10-11,7slfeZO9LsJbWgpkIoXBUJ,latin
7670,5ME0ACeS6VWaqTOCpsoFT2,Almas Del Silencio,2003-04-21,7slfeZO9LsJbWgpkIoXBUJ,latin
7671,7JCvB23LwQwWKBBNUfq2Kt,Sound Loaded,2000-10-18,7slfeZO9LsJbWgpkIoXBUJ,latin
7673,1k1Cr3nlJDa8pvwZUJ5xfj,Ricky Martin,1999,7slfeZO9LsJbWgpkIoXBUJ,latin
7674,3B7djG7pr1PycUJiWW6NQL,Vuelve,1998-02-10,7slfeZO9LsJbWgpkIoXBUJ,latin
7675,4URjPTEl3KRpkzWFTvYmiM,A Medio Vivir,1995-09-12,7slfeZO9LsJbWgpkIoXBUJ,latin
7676,1pnliPS7mvHIMlBgwK7kgO,Origen,2021-05-27,0UWZUmn7sybxMCqrw9tGa7,latin
7677,2X45SzRfAFsxgkBxgryWfF,Más Futuro Que Pasado,2019-11-22,0UWZUmn7sybxMCqrw9tGa7,latin
7678,3nZrIskMQdaS5KWw45PIjd,Mis Planes Son Amarte,2017-05-12,0UWZUmn7sybxMCqrw9tGa7,latin
7679,3htJFw3Ad4OaE30FbwO5nu,Loco De Amor (Tour Edition),2015-06-29,0UWZUmn7sybxMCqrw9tGa7,latin
7680,4566gvsEOHcsLNhrDSKi6f,Loco De Amor,2014-01-01,0UWZUmn7sybxMCqrw9tGa7,latin
7681,6Zy2wrvOOW0sxTWy7nF9BH,Tr3s Presents Juanes MTV Unplugged,2012-01-01,0UWZUmn7sybxMCqrw9tGa7,latin
7682,3YC801MC9LJZQeoMHyujAc,P.A.R.C.E.,2010-01-01,0UWZUmn7sybxMCqrw9tGa7,latin
7683,5zl0FmMSVWelddFzNG5fBC,P.A.R.C.E. (Deluxe Version),2010,0UWZUmn7sybxMCqrw9tGa7,latin
7684,3oYMEOpdQ3OeMCTSZoMcPQ,La Vida Es Un Ratico En Vivo,2008-01-01,0UWZUmn7sybxMCqrw9tGa7,latin
7685,2y22v3Hb2MZ1ho7jSGvW59,La Vida... Es Un Ratico (Exclusive Track Version),2007-01-01,0UWZUmn7sybxMCqrw9tGa7,latin
7686,7eiKw0GmYqIuTa0J0n5r6k,"El Que Sabe, Sabe",2015-01-06,3SUT1jjM5hzZj9TLfLZGIP,latin
7687,33wUwNUmQsdXJGqcTXA1Jt,The Original Gallo Del Pais - O.G. El Mixtape,2012-06-19,3SUT1jjM5hzZj9TLfLZGIP,latin
7688,6nD8dUiT7uaVD1fNS9Fk2j,El Abayarde: Contra-Ataca,2007-08-28,3SUT1jjM5hzZj9TLfLZGIP,latin
7689,1walNH2TBWePmw3KT3BDJ5,The Underdog - El Subestimado,2006-08-29,3SUT1jjM5hzZj9TLfLZGIP,latin
7690,69rKlAM3KXEHw6vPtM6e9L,El Enemy de Los Guasíbiri,2004,3SUT1jjM5hzZj9TLfLZGIP,latin
7691,6Q1kiSijkaHwoCwZUHW6IY,El Abayarde,2003-07-01,3SUT1jjM5hzZj9TLfLZGIP,latin
7692,5JyYjkVmEgpPet9nOTvuL3,Chambean,2022-01-28,3SUT1jjM5hzZj9TLfLZGIP,latin
7693,3n57DoOplkYaYPhAPiYb1T,Nadie Me Tumba,2019-07-31,3SUT1jjM5hzZj9TLfLZGIP,latin
7694,5E30xxU722OtI9TltWMr8J,Estamos Calle,2018-12-06,3SUT1jjM5hzZj9TLfLZGIP,latin
7695,233Wdc1C5HXnBSVPuo7bl9,No Pasa de Moda - Single,2016-03-30,3SUT1jjM5hzZj9TLfLZGIP,latin
7696,0Bi43OIByUI692qivGD19f,Sexy Sicá - Single,2015-12-02,3SUT1jjM5hzZj9TLfLZGIP,latin
7697,2V0Sv3sQARoVIpEYCxDZOy,La Bendición - Single,2015-08-21,3SUT1jjM5hzZj9TLfLZGIP,latin
7698,2V5pRHShKR8jGg06rDrIHw,Dando Break (Remix),2015-01-13,3SUT1jjM5hzZj9TLfLZGIP,latin
7699,4ofIwJFSxkLFbuZFDo66F9,Colabore - Single,2013-02-19,3SUT1jjM5hzZj9TLfLZGIP,latin
7700,4hpTOaNxI9LP5YHMojlb5t,Blanco Perla,2016-03-15,00me4Ke1LsvMxt5kydlMyU,latin
7701,3H1TckMkRe18zNMPvY9laP,Santa Cos,2014-03-28,00me4Ke1LsvMxt5kydlMyU,latin
7702,4uAG8epQlBGmxsWBJ2HnIh,War Kingz,2012-12-11,00me4Ke1LsvMxt5kydlMyU,latin
7704,6A6eSLDcS2r7qT9ZFYSJlL,El Príncipe [Ghost Edition],2010-01-01,00me4Ke1LsvMxt5kydlMyU,latin
7705,4qT2UyJk4GmLiTysBAsgwi,Inocente,2022-03-18,00me4Ke1LsvMxt5kydlMyU,latin
7706,1I5I94hsZfJ8yn4gRYj8Mb,No Jugamos,2022-03-11,00me4Ke1LsvMxt5kydlMyU,latin
7707,1JEbUd7kAG7lLqen6Jit6p,La Que Hay,2022-02-25,00me4Ke1LsvMxt5kydlMyU,latin
7709,3XF5j6g6gquWl4I2n8Pbpp,La Llevamos,2021-12-24,00me4Ke1LsvMxt5kydlMyU,latin
7710,1QXUnweNjAkmWJbkbEsH6v,Tarde o Temprano,2021-12-10,00me4Ke1LsvMxt5kydlMyU,latin
7711,0RSiQvGFP4fw2MMXBTuAc5,La Prenda (Remix),2021-11-30,00me4Ke1LsvMxt5kydlMyU,latin
7712,46uB8XaJFmHGd3IV7mYJKZ,Bam Bam (Remasterizado),2021-11-26,00me4Ke1LsvMxt5kydlMyU,latin
7713,7egzpj0ZYHTu4LiT84VNAr,Famosos,2021-05-27,00me4Ke1LsvMxt5kydlMyU,latin
7714,2cyhThTMj81byVvOOPkA8z,Genelipsis,2022-01-20,6P6GTRTigHBp8ZesNtpCKH,latin
7715,2gZFoN2s2oCDhRiBSlOUUe,La BESTia,2019-06-07,6P6GTRTigHBp8ZesNtpCKH,latin
7716,2OaJnDVrj7HACb3O7e58Oc,Canibus Presents Almighty: The 2nd Coming,2013-08-27,6P6GTRTigHBp8ZesNtpCKH,latin
7717,089ygmkkUw6bCEQqxKrLt9,Makhelwane,2021-12-03,6P6GTRTigHBp8ZesNtpCKH,latin
7718,0rhb0bRbmyLgJt8nkyPHoM,Transformao,2021-04-01,6P6GTRTigHBp8ZesNtpCKH,latin
7719,0D63ZBeSh5oRHAHjWkjaRv,La Corriente,2021-01-01,6P6GTRTigHBp8ZesNtpCKH,latin
7720,2V8NL57RErxvBQ77RCV2sU,La BESTia: The Last Pt. 2,2020-12-04,6P6GTRTigHBp8ZesNtpCKH,latin
7721,76tlaDIduegnAZEw781fEe,Energia,2020-11-13,6P6GTRTigHBp8ZesNtpCKH,latin
7722,2hpOSUpie6IOWfJx9VAt9r,"La BESTia: The Last, Pt. 1",2020-11-06,6P6GTRTigHBp8ZesNtpCKH,latin
7723,2tiCmHMa9PRsBs3yTl79pb,Yo Tengo una Voz,2020-09-24,6P6GTRTigHBp8ZesNtpCKH,latin
7724,61nPVffEjfwTW71vNhxVsd,Mi Testimonio,2020-08-07,6P6GTRTigHBp8ZesNtpCKH,latin
7725,08LodukUdaBwqGEfoWZFaM,Hasta Que Llegué Yo,2020-05-15,6P6GTRTigHBp8ZesNtpCKH,latin
7726,63nIpBsqmTlsN6XLd4Iu0n,Conciencia,2020-04-20,6P6GTRTigHBp8ZesNtpCKH,latin
7727,14rFBqiAzDlBiyhYyGD89U,Jesús (Remix),2020-04-03,6P6GTRTigHBp8ZesNtpCKH,latin
7731,15J3TzxHYeLpBDJeZ6UXF9,Quiero Rumba,2021-10-28,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7734,5CGooOr9Im1VwrCRj49yPg,Hickey,2021-03-05,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7735,6hh5VS2JjSgMaYL1RxqECY,Girl Like You (with Sech & Tyga feat. J.I the Prince of N.Y),2021-01-21,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7736,0kWQUKdi65F4BGLS5MErWu,"Pirueta (with Arcangel, Chencho Corleone, feat. Wisin & Yandel, Myke Towers)",2020-04-24,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7737,5zDoI7D8InPrG9iUBnZic1,Ta Ta Ta,2020-03-26,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7738,1y0pdsLO6cixGzAv7Sf8rf,Sigues Con El,2019-12-13,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7739,0qbOBxWyWz3RwoxeiIjdOL,"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",2019-11-29,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7740,28561uZztshyZSVG6ElL62,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",2019-08-30,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7741,48cXXPRheLCHPWwYIKhz4s,Llame Pa' Verte,2019-02-21,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7742,2jVFMcCh6VDnEULARLK4kM,ALOÓ,2019-02-01,3fZk3Gm5dN5v5yfYMQ04Bx,latin
7743,3cOK1UKpkM2v2xtcbNFzzc,Una Niña Inútil,2020-08-28,6w3SkAHYPsQ1bxV7VDlG5y,latin
7744,5zbO01D6uIqC2ejQSQEN2O,Error 93,2019-06-03,6w3SkAHYPsQ1bxV7VDlG5y,latin
7745,2qazT8MwkUsaEvDik9he9z,Maldade$,2017-10-25,6w3SkAHYPsQ1bxV7VDlG5y,latin
7746,7pjZpN0sb44g09XtmWKybB,CAZZU | DJ TAO Turreo Sessions #9,2022-03-17,6w3SkAHYPsQ1bxV7VDlG5y,latin
7747,1LPEqcdmKFfFHCGjUQKCkJ,Matatan (Remix),2022-03-10,6w3SkAHYPsQ1bxV7VDlG5y,latin
7748,5YeW5QRGlSSh1kaRSzx9vO,C14TORCE V: Balada para un Alien,2022-02-13,6w3SkAHYPsQ1bxV7VDlG5y,latin
7750,5gEk8XPYpNe5t7JDRt36mx,Sobre Mi Tumba,2021-08-13,6w3SkAHYPsQ1bxV7VDlG5y,latin
7751,2dAGcCM4RdkYzQXih5gg7c,Dime Dónde,2021-06-17,6w3SkAHYPsQ1bxV7VDlG5y,latin
7752,2g1zRrhhMX2cnyoP8HvgH7,TURRA,2021-03-18,6w3SkAHYPsQ1bxV7VDlG5y,latin
7754,4VYevg4fdLHmRiEvDtRIEY,C14TORCE IV,2021-02-14,6w3SkAHYPsQ1bxV7VDlG5y,latin
7755,3z4u8MYNuK2C6OqsRE1whg,Tu Verdad (with Cazzu),2021-01-29,6w3SkAHYPsQ1bxV7VDlG5y,latin
7757,0TMWoq8coUwBzUbSGeijwG,Dándote,2020-12-17,6w3SkAHYPsQ1bxV7VDlG5y,latin
7758,01R2vYq9iDhn4ZXtM5dd7i,¿A Dónde Vamos?,2021-07-16,5C4PDR4LnhZTbVnKWXuDKD,latin
7759,43mAHKPa4iB2er88lxD9Q8,Balas Perdidas,2018-10-25,5C4PDR4LnhZTbVnKWXuDKD,latin
7760,7EHPmV9Jm3PIc0SK90ISIR,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más (Edición Especial),2017-06-23,5C4PDR4LnhZTbVnKWXuDKD,latin
7761,7tPz6T5lFv998HZc0O0Wh2,Sobre El Amor Y Sus Efectos Secundarios,2017-04-07,5C4PDR4LnhZTbVnKWXuDKD,latin
7763,44ovc8YFBJp2OyBgkB3J8h,Sobreviviremos,2022-05-06,5C4PDR4LnhZTbVnKWXuDKD,latin
7764,51D2HpSpX5cD0sSXcl6Nm1,Llamada Perdida,2022-02-18,5C4PDR4LnhZTbVnKWXuDKD,latin
7765,1SJALCW3q00ib4oDo3T2M6,Lo Que Hará Mi Boca,2021-11-09,5C4PDR4LnhZTbVnKWXuDKD,latin
7766,38FPSm7Y8Gjq3sRFiHzuJe,Huele A Gol,2021-08-18,5C4PDR4LnhZTbVnKWXuDKD,latin
7767,2XbvwFhkiW4Jjusjl6n9ki,Idiota,2021-06-03,5C4PDR4LnhZTbVnKWXuDKD,latin
7768,5m71js7NkNRQNtS1wmfH7s,Porfa no te vayas,2021-04-15,5C4PDR4LnhZTbVnKWXuDKD,latin
7769,5icBj9TnIae7ihDILXJfW9,Tabaco y Chanel (Re-Recorded),2021-03-25,5C4PDR4LnhZTbVnKWXuDKD,latin
7770,59JoFC5rgdnWP7wNGrcdAb,De Cero,2021-03-18,5C4PDR4LnhZTbVnKWXuDKD,latin
7771,7ujTeoR2BX09yMsOVPzwGe,No Hay Más Que Hablar,2021-03-11,5C4PDR4LnhZTbVnKWXuDKD,latin
7772,4ARUAVQnIDB02yVO8uvaJE,El Amor En Los Tiempos Del Perreo,2021-03-18,4bw2Am3p9ji3mYsXNXtQcd,latin
7773,3YhXLhTXANqgJe1cfdvObi,Canciones Que Nos Marcaron,2020-04-14,4bw2Am3p9ji3mYsXNXtQcd,latin
7774,0sGGdQF7f03jwgaD9qhtUQ,Ubuntu,2018-05-11,4bw2Am3p9ji3mYsXNXtQcd,latin
7775,1RmpGSNvLHvsklRAQ5DwOb,Piso 21,2014-11-11,4bw2Am3p9ji3mYsXNXtQcd,latin
7776,5J8KXckopyAatMvWk2nyvI,Equivocado,2022-04-28,4bw2Am3p9ji3mYsXNXtQcd,latin
7777,5OGm96jxCkZDkQoKWJcfiK,Salvavidas,2022-03-24,4bw2Am3p9ji3mYsXNXtQcd,latin
7778,31A5oihohOkYIos5lWB0pp,La Tarea,2022-03-03,4bw2Am3p9ji3mYsXNXtQcd,latin
7779,6MK6M8GlEZ9zYTzqCEq5oO,Mató Mi Corazón (Parte II),2022-02-25,4bw2Am3p9ji3mYsXNXtQcd,latin
7780,7qGDQXrIHDq4WqkDxN78XD,Mató Mi Corazón,2021-11-25,4bw2Am3p9ji3mYsXNXtQcd,latin
7781,0vxaR9TSxiPpFCUW703vFO,Fino Licor (Feat. Piso 21),2021-10-29,4bw2Am3p9ji3mYsXNXtQcd,latin
7782,4Rztmpw4IDbZcTLzcCgxY0,De Frente,2021-10-22,4bw2Am3p9ji3mYsXNXtQcd,latin
7783,1kW5m1DD6QtBn2vToj7eyD,Nadie La Controla,2021-08-26,4bw2Am3p9ji3mYsXNXtQcd,latin
7784,30YYgDImOQliL0lTWkQwRD,Hora Loca Remix - Spotify Singles (with Piso 21),2021-08-20,4bw2Am3p9ji3mYsXNXtQcd,latin
7786,2ctSZbRky4U8Vbe8XBJceV,Ojalá Pudiera,2021-07-02,4bw2Am3p9ji3mYsXNXtQcd,latin
7787,5Qkxw86wtQYlK2dEjTJcSP,Normal,2020-07-31,0KKUc4amZyvswV2YL6WTar,latin
7788,6H9sERXZq85JytXgJ5lTaI,The Carnival,2022-04-28,0KKUc4amZyvswV2YL6WTar,latin
7789,26PSRzfCh69uiTBWg2eIZO,Hey Siri,2022-04-08,0KKUc4amZyvswV2YL6WTar,latin
7790,1sxG561Y3NC62QyZ2A05Ys,X2 (Remix),2022-01-28,0KKUc4amZyvswV2YL6WTar,latin
7791,6Wb4ju59AnNwUgPwKgwyqI,La Tóxica,2022-01-14,0KKUc4amZyvswV2YL6WTar,latin
7792,3lGLYMe25ojYNWqfTpwyk2,ANACONDA *o* ~~~,2021-12-09,0KKUc4amZyvswV2YL6WTar,latin
7793,7DtOy4YHoRoFQDbCNi9rDi,Socadona (feat. Mr. Vegas),2021-11-18,0KKUc4amZyvswV2YL6WTar,latin
7794,69rChOKuoAGPvOiv2msRK5,Diablita,2021-10-15,0KKUc4amZyvswV2YL6WTar,latin
7795,2hi0gHwba26cTJEY3YAko2,Chivirika (Remix),2021-08-06,0KKUc4amZyvswV2YL6WTar,latin
7796,7tXGtR2l4iE3kvuCzFqLxL,Run (with Mariah Angeliq) [Latin Version],2021-07-23,0KKUc4amZyvswV2YL6WTar,latin
7797,7nMVMZeaTPsWx8T6BbOHzC,BOBO,2021-06-25,0KKUc4amZyvswV2YL6WTar,latin
7798,6DL3emcTZ0kXUu4sjRlo2d,Mi Cuarto 2,2021-06-11,0KKUc4amZyvswV2YL6WTar,latin
